PubIssueID,Title,NA Gaps,First Volume,Last Volume
sim_united-states-national-labor-board-decisions,United States. National Labor Board. Decisions,,1933.0,1934.0
sim_united-states-national-labor-relations-board-decisions,United States. National Labor Relations Board. Decisions,,1934.0,1935.0
sim_united-states-national-museum-annual-report,United States National Museum. Annual Report,,1881.0,1964.0
sim_united-states-national-museum-proceedings,United States National Museum. Proceedings of the United States National Museum,1942; 1946; 1947; ,1878.0,1968.0
sim_united-states-naval-chronicle,United States Naval Chronicle,1985; 1996; ,1824.0,1824.0
sim_united-states-naval-institute-proceedings,United States Naval Institute. Proceedings,,1874.0,2015.0
sim_united-states-nlrb-court-decisions,United States. National Labor Relations Board. Court Decisions,,1928.0,1959.0
sim_united-states-office-of-management-and-budget-budget,United States Office of Management and Budget: Budget of the United States Government,,1923.0,2005.0
sim_united-states-official-register-of-the-united-states,Official Register of the United States,1878; 1882; 1888; 1890; 1892; 1894; 1896; 1898; 1900; 1902; 1904; 1906; 1908; 1910; 1912; 1918; 1920; ,1816.0,1959.0
sim_united-states-patent-office-official-gazette,Official Gazette of the United States Patent Office,,1872.0,1971.0
sim_united-states-quarterly-book-review,United States Quarterly Book Review,,1955.0,1956.0
sim_united-states-review-and-literary-gazette,United States Review and Literary Gazette,,1826.0,1827.0
sim_united-states-sec-accounting-series,United States. Securities and Exchange Commission. Accounting Series,,1937.0,1973.0
sim_united-states-sec-asian-development-bank-act,United States. Securities and Exchange Commission. Asian Development Bank Act,,1967.0,1967.0
sim_united-states-sec-bretton-woods-agreements-act,United States. Securities and Exchange Commission. Bretton Woods Agreements Act,,1950.0,1955.0
sim_united-states-sec-corporate-reorganization,United States. Securities and Exchange Commission. Corporate Reorganization,,1938.0,1972.0
sim_united-states-sec-decisions-and-reports,United States. Securities and Exchange Commission. Decisions and Reports,,1972.0,1975.0
sim_united-states-sec-docket,United States. Securities and Exchange Commission. S E C Docket,,1973.0,1981.0
sim_united-states-sec-holding-company-act-of-1935,United States. Securities and Exchange Commission. Holding Company Act of 1935,,1935.0,1973.0
sim_united-states-sec-inter-american-developmental-bank-act,United States. Securities and Exchange Commission. Inter-American Developmental Bank Act,2011; ,1960.0,1960.0
sim_united-states-sec-investment-and-advisors-act-of-1940,United States. Securities and Exchange Commission. Investment and Advisors Act of 1940,,1940.0,1973.0
sim_united-states-sec-investment-company-act-of-1940,United States. Securities and Exchange Commission. Investment Company Act of 1940,,1940.0,1973.0
sim_united-states-sec-litigation,United States. Securities and Exchange Commission. Litigation,,1942.0,1973.0
sim_united-states-sec-monopoly-study,United States. Securities and Exchange Commission. Monopoly Study,,1939.0,1939.0
sim_united-states-sec-releases,United States. Securities and Exchange Commission. Releases,,1933.0,1973.0
sim_united-states-sec-securities-act-of-1933,United States. Securities and Exchange Commission. Securities Act of 1933,,1933.0,1973.0
sim_united-states-sec-securities-exchange-act-of-1934,United States. Securities and Exchange Commission. Securities Exchange Act of 1934,,1934.0,1973.0
sim_united-states-sec-special-market-study,United States. Securities and Exchange Commission. Special Market Study,,1961.0,1963.0
sim_united-states-sec-statistical-series,United States. Securities and Exchange Commission. Statistical Series,,1937.0,1973.0
sim_united-states-sec-survey-series,United States. Securities and Exchange Commission. Survey Series,,1940.0,1949.0
sim_united-states-sec-trust-indenture-act-of-1939,United States. Securities and Exchange Commission. Trust Indenture Act of 1939,,1940.0,1973.0
sim_united-states-sec-u-series,United States. Securities and Exchange Commission. U Series,,1940.0,1973.0
sim_united-states-service-magazine,United States Service Magazine,,1864.0,1866.0
sim_united-states-supreme-court-cases-adjudged,United States. Supreme Court. United States Reports. Cases Adjudged in the Supreme Court,2001; ,1754.0,2007.0
sim_united-states-tax-court-reports,United States. Tax Court. Reports,,1975.0,1996.0
sim_united-states-treaties-intl-agreements,United States Treaties and Other International Agreements,,1975.0,1977.0
sim_united-states-united-states-code,United States. United States Code,,1975.0,1979.0
sim_united-states-united-states-statutes-at-large,United States. United States Statutes at Large,1912; 1920; 2007; 2008; ,1789.0,2011.0
sim_united-synagogue-review,United Synagogue Review,,1973.0,1973.0
sim_united-teacher,United Teacher,,1973.0,1980.0
sim_unity-devoted-to-practical-christianity,Unity: Devoted to Practical Christianity,,1895.0,1908.0
sim_universal-asylum-and-columbian-magazine,The Universal Asylum and Columbian Magazine,,1776.0,1792.0
sim_universal-chronicle-and-westminster-journal,The Universal Chronicle and Westminster Journal,,1758.0,1760.0
sim_universal-review,Universal Review,,1859.0,1890.0
sim_universal-spectator-and-weekly-journal,"Universal Spectator, and Weekly Journal",,1741.0,1746.0
sim_universal-visiter-and-memorialist,Universal Visiter and Memorialist,1982; 1983; 1984; 1985; 1986; 1987; 1988; ,1756.0,1756.0
sim_universalist,The Universalist,,1818.0,1826.0
sim_universalist-modern-universalism,"Universalist, Consisting of Essays, Lectures, Extracts, and Miscellaneous Pieces Tending to Explain and Defend the Doctrine of Modern Universalism",,1825.0,1826.0
sim_universalist-quarterly-and-general-review,Universalist Quarterly and General Review,,1844.0,1891.0
sim_universalist-watchman-repository-and-chronicle,"Universalist Watchman, Repository and Chronicle",1834; 1835; 1836; 1837; ,1820.0,1847.0
sim_university,University,,1959.0,1981.0
sim_university-administration,University Administration,,1977.0,1977.0
sim_university-affairs,University Affairs,,1959.0,2008.0
sim_university-bookman,The University Bookman,2004; 2006; 2009; ,1960.0,2010.0
sim_university-computing-the-bulletin-of-the-iucc,University Computing: The Bulletin of the IUCC,,1980.0,1990.0
sim_university-magazine,The University Magazine,,1833.0,1880.0
sim_university-of-chicago-law-review,The University of Chicago Law Review,2005; ,1998.0,2006.0
sim_university-of-chicago-law-school-record,University of Chicago Law School Record,,1977.0,2006.0
sim_university-of-colorado-studies-series-in-sociology,University of Colorado Studies. Series in Sociology,,1949.0,1957.0
sim_university-of-hartford-studies-in-literature,University of Hartford Studies in Literature,,1969.0,1991.0
sim_university-of-illinois-law-review,University of Illinois Law Review,,1949.0,2010.0
sim_university-of-memphis-law-review,The University of Memphis Law Review,,1970.0,2009.0
sim_university-of-miami-law-review,University of Miami Law Review,,1972.0,2012.0
sim_university-of-michigan-business-review,University of Michigan Business Review,,1949.0,1979.0
sim_university-of-mississippi-studies-in-english,University of Mississippi Studies in English,,1980.0,9999.0
sim_university-of-nebraska-studies,University of Nebraska Studies,,1975.0,1979.0
sim_university-of-new-brunswick-law-journal,University of New Brunswick Law Journal,,1978.0,2012.0
sim_university-of-pennsylvania-journal-of-international-law,University of Pennsylvania Journal of International Law,1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; ,1992.0,2006.0
sim_university-of-queensland-law-journal,University of Queensland Law Journal,1987; ,1948.0,1995.0
sim_university-of-san-francisco-law-review,University of San Francisco Law Review,,1966.0,2010.0
sim_university-of-tasmania-law-review,University of Tasmania Law Review,1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; ,1978.0,1995.0
sim_university-of-toronto-law-journal,University of Toronto Law Journal,,1935.0,2015.0
sim_university-of-toronto-quarterly,University of Toronto Quarterly,,1931.0,2016.0
sim_university-quarterly,University Quarterly,,1860.0,1861.0
sim_university-review,University Review,,1972.0,1973.0
sim_unix-review,UNIX Review,,1986.0,1998.0
sim_unpartizan-review,The Unpartizan Review,,1914.0,1921.0
sim_unspeakable-visions-of-the-individual,Unspeakable Visions of the Individual,,,
sim_up-from-under,Up From Under,,1970.0,1973.0
sim_update,The Update,1982; 1983; 1984; 1985; 1986; 1987; 1988; 1993; 1994; ,1975.0,1996.0
sim_update-a-quarterly-journal-on-new-religious-movements,Update : A Quarterly Journal on New Religious Movements,,1986.0,1986.0
sim_update-ussr,Update USSR,,1932.0,1986.0
sim_upholstering-today,Upholstering Today,,1985.0,1985.0
sim_upside,Upside,,1998.0,2002.0
sim_urban-affairs-review,Urban Affairs Review,,1965.0,2015.0
sim_urban-anthropology,Urban Anthropology,,1972.0,1984.0
sim_urban-design,Urban Design,,1970.0,1978.0
sim_urban-ecology,Urban Ecology,,1975.0,1985.0
sim_urban-education,Urban Education,,1964.0,2016.0
sim_urban-focus,Urban Focus,,1972.0,1984.0
sim_urban-forum-colloque-urbain,Urban Forum (Colloque Urbain),,1975.0,1979.0
sim_urban-health,Urban Health,,1979.0,1985.0
sim_urban-history,Urban History,,2005.0,2008.0
sim_urban-land,Urban Land,,1941.0,2015.0
sim_urban-law-and-policy,Urban Law and Policy,,1978.0,1987.0
sim_urban-league-review,Urban League Review,,1975.0,1993.0
sim_urban-mission,Urban Mission,,1989.0,1998.0
sim_urban-research-news,Urban Research News,,1966.0,1977.0
sim_urban-review,The Urban Review,1977; ,1966.0,2014.0
sim_urban-social-change-review,The Urban & Social Change Review,,1969.0,1986.0
sim_urban-studies,Urban Studies,,1982.0,2011.0
sim_urban-telecommunications-forum,Urban Telecommunications Forum,,1972.0,1975.0
sim_urban-west,Urban West,,1967.0,1970.0
sim_urban-world,Urban World,,1968.0,1973.0
sim_urbanism-past-present,Urbanism Past & Present,,1981.0,1984.0
sim_urbanisme,Urbanisme,,1970.0,1995.0
sim_urologe-b,Urologe. B,,1981.0,1983.0
sim_urologia-internationalis,Urologia Internationalis,,1966.0,1974.0
sim_urologic-clinics-of-north-america,Urologic Clinics of North America,,1974.0,2014.0
sim_urologic-nursing,Urologic Nursing,,1992.0,2010.0
sim_urologic-radiology,Urologic Radiology,,1981.0,1992.0
sim_urological-research,Urological Research,1978; 1979; 1980; ,1973.0,1988.0
sim_urological-survey,Urological Survey,,,
sim_urology,Urology,,1973.0,2014.0
sim_urology-digest,Urology Digest,,1975.0,1979.0
sim_us-catholic,US Catholic,,1968.0,2016.0
sim_us-coast-guard-magazine,U.S. Coast Guard Magazine,,1949.0,1956.0
sim_us-department-of-state-dispatch,U.S. Department of State Dispatch,,1990.0,1999.0
sim_us-fcc-record,United States. Federal Communications Commission. FCC Record,1987; ,1986.0,1995.0
sim_us-general-accounting-office-decisions-comptroller,United States. General Accounting Office. Decisions of the Comptroller General of the United States,,1921.0,1984.0
sim_us-health-care-financing-administration-record,United States. Health Care Financing Administration. Record - Health Care Financing Administration,,1977.0,1977.0
sim_us-news-weekly-special-issues,U.S. News Weekly + Special Issues,,1933.0,2015.0
sim_us-news-world-report-index,U.S. News & World Report Index,,1977.0,1979.0
sim_us-weekly,Us Weekly,,1977.0,2015.0
sim_usa-today,USA Today,,1915.0,2015.0
sim_usa-today-baseball-weekly,USA Today Baseball Weekly,,1991.0,2002.0
sim_usagriculture,USAgriculture,,1986.0,1989.0
sim_use-of-english,Use of English,,,
sim_useful-cabinet,Useful Cabinet,,1808.0,1808.0
sim_user-modeling-and-user-adapted-interaction,User Modeling and User - Adapted Interaction,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; ,1991.0,2006.0
sim_ussr-eastern-europe-abstracts,"USSR and Eastern Europe Scientific Abstracts. Geophysics, Astronomy, and Space",,1975.0,1979.0
sim_utah-educational-journal,Utah Educational Journal,,1875.0,1876.0
sim_utah-law-review,Utah Law Review,,1969.0,2008.0
sim_utah-libraries,Utah Libraries,,1957.0,1979.0
sim_utahnian,Utahnian,,1896.0,1897.0
sim_utica-christian-magazine,"Utica Christian Magazine, Designed to Prompt the Spirit of Research, and Diffuse Religious Information",,1813.0,1816.0
sim_utica-christian-repository,Utica Christian Repository,,1822.0,1826.0
sim_utilities-policy,Utilities Policy,1991; ,1990.0,1994.0
sim_utne,Utne,,1988.0,2016.0
sim_utopian-eyes,Utopian Eyes,,1979.0,1980.0
sim_utopian-psychology,Utopian Psychology,,1979.0,1981.0
sim_uu-world-magazine-unitarian-universalist-association,UU World: The Magazine of the Unitarian Universalist Association,,1987.0,2015.0
sim_uwla-law-review,UWLA Law Review,,1978.0,1998.0
sim_vacation-fun,Vacation Fun,,1972.0,1973.0
sim_vaccine,Vaccine,,1984.0,1997.0
sim_vaccine-inquirer,Vaccine Inquirer,,1822.0,1824.0
sim_vacuum,Vacuum,,1951.0,2005.0
sim_vagabond,Vagabond,1974; ,1966.0,1979.0
sim_van-nostrands-engineering-magazine,Van Nostrand's Engineering Magazine,,1869.0,1886.0
sim_vancouver-magazine,Vancouver Magazine,,2002.0,2005.0
sim_vanderbilt-journal-of-transnational-law,Vanderbilt Journal of Transnational Law,,1967.0,2008.0
sim_vanderbilt-law-review,Vanderbilt Law Review,,1947.0,2011.0
sim_vanguard,Vanguard,,1977.0,1981.0
sim_vanidades-continental,Vanidades Continental,,1974.0,1996.0
sim_vanity-fair,Vanity Fair,1937; 1938; 1939; 1940; 1941; 1942; 1943; 1944; 1945; 1946; 1947; 1948; 1949; 1950; 1951; 1952; 1953; 1954; 1955; 1956; 1957; 1958; 1959; 1960; 1961; 1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; ,1913.0,2016.0
sim_vanity-fair-1859,Vanity Fair,,1859.0,1863.0
sim_variety,Variety,2015; ,1905.0,2017.0
sim_vascular,Vascular,,1993.0,2004.0
sim_vascular-pharmacology,Vascular Pharmacology,,1970.0,2002.0
sim_vd-news,VD News,,1976.0,1978.0
sim_vegetarian-times,Vegetarian Times,,1980.0,2015.0
sim_veja,Veja,,1978.0,1998.0
sim_velvet-light-trap,Velvet Light Trap,1979; 1980; 1981; 1984; 1987; 1988; ,1971.0,2015.0
sim_vend,Vend,,1972.0,1974.0
sim_vending-times,Vending Times,,1976.0,2015.0
sim_venture,Venture,,1979.0,1989.0
sim_venture-an-annual-of-art-and-literature,Venture; An Annual of Art and Literature,,1903.0,1905.0
sim_verband-der-bibliotheken-des-landes-nordrhein,Verband der Bibliotheken des Landes Nordrhein-Westfalen. Mitteilungsblatt,,,
sim_verdict,Verdict,,1973.0,1974.0
sim_vermont-baptist-missionary-magazine,Vermont Baptist Missionary Magazine,,1811.0,1812.0
sim_vermont-life,Vermont Life,,1980.0,1981.0
sim_vertica,Vertica,,1976.0,1990.0
sim_veterinary-dermatology,Veterinary Dermatology,,1989.0,1994.0
sim_veterinary-economics,Veterinary Economics,,1975.0,1996.0
sim_veterinary-immunology-and-immunopathology,Veterinary Immunology and Immunopathology,,1980.0,1991.0
sim_veterinary-journal,The Veterinary Journal,2001; 2009; ,1875.0,2010.0
sim_veterinary-medicine,Veterinary Medicine,,1909.0,2015.0
sim_veterinary-microbiology,Veterinary Microbiology,,1976.0,1991.0
sim_veterinary-parasitology,Veterinary Parasitology,,1975.0,1990.0
sim_veterinary-pathology,Veterinary Pathology,,1966.0,1974.0
sim_veterinary-practice,Veterinary Practice,1976; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; ,1975.0,1996.0
sim_veterinary-record,The Veterinary Record,,1888.0,2010.0
sim_veterinary-research,Veterinary Research,,1993.0,1996.0
sim_veterinary-surgery,Veterinary Surgery,1979; ,1978.0,1980.0
sim_vfw-veterans-of-foreign-wars-magazine,"VFW, Veterans of Foreign Wars Magazine",,1912.0,2014.0
sim_via,Via,,1980.0,1980.0
sim_viator,Viator,,1989.0,1990.0
sim_vibrant-life,Vibrant Life,,1985.0,2010.0
sim_vibrational-spectroscopy,Vibrational Spectroscopy,,1998.0,2002.0
sim_victoria,Victoria,,1989.0,1996.0
sim_victorian-periodicals-review,Victorian Periodicals Review,,1968.0,2009.0
sim_victorian-poetry,Victorian Poetry,,1963.0,2015.0
sim_victorian-studies,Victorian Studies,,1957.0,2014.0
sim_victorians,Victorians,,1952.0,2015.0
sim_vide,Vide,,1977.0,1978.0
sim_video-magazine,Video Magazine,,1987.0,1994.0
sim_video-review,Video Review,,1985.0,1993.0
sim_videography,Videography,,1976.0,2011.0
sim_vie-medicale-au-canada-francais,Vie Medicale Au Canada Francais,,1972.0,1982.0
sim_vie-nuove,Vie Nuove,,,
sim_viet-report,Viet Report,,1965.0,1968.0
sim_vietnam,Vietnam,,1988.0,2004.0
sim_vietnam-magazine,Vietnam Magazine,,1973.0,1973.0
sim_vietnam-perspectives,Vietnam Perspectives,,1965.0,1967.0
sim_vietnam-pictorial,Vietnam Pictorial,,1975.0,1977.0
sim_vietnam-report,Vietnam Report,,1972.0,1973.0
sim_viewpoints-in-teaching-and-learning,Viewpoints in Teaching and Learning,,1924.0,1983.0
sim_vigil,Vigil,,1798.0,1798.0
sim_vigiliae-christianae,Vigiliae Christianae,,1947.0,1988.0
sim_village-museum,Village Museum,,1820.0,1820.0
sim_villager-a-literary-paper,"Villager, a Literary Paper",,1819.0,1819.0
sim_viltis,Viltis,,1973.0,1998.0
sim_violence-abuse-abstracts,Violence & Abuse Abstracts,,1998.0,2002.0
sim_violence-against-women,Violence Against Women,,1995.0,2009.0
sim_violin-times,"Violin Times, a Monthly Journal for Professional and Amateur Violinists and Quartet Players",,1893.0,1907.0
sim_virchows-archiv-a,"Virchows Archiv. A, Pathological Anatomy and Histopathology",1978; 1979; 1984; 1985; 1986; 1987; 1988; ,1974.0,1993.0
sim_virchows-archiv-b,"Virchows Archiv. B, Cell Pathology Including Molecular Pathology",1977; 1978; 1979; ,1974.0,1983.0
sim_virgin-islands-bar-journal,Virgin Islands Bar Journal,1970; 1971; 1972; ,1967.0,1974.0
sim_virginia-cavalcade,Virginia Cavalcade,,1951.0,2002.0
sim_virginia-historical-register-and-literary-companion,"The Virginia Historical Register, and Literary Companion",,1848.0,1853.0
sim_virginia-journal-of-education,Virginia Journal of Education,,1907.0,2014.0
sim_virginia-journal-of-science,Virginia Journal of Science,,1950.0,2008.0
sim_virginia-libraries,Virginia Libraries,,1974.0,2006.0
sim_virginia-literary-museum-andes-lettres-arts-sciences-etc,"Virginia Literary Museum and Journal of Belles Lettres, Arts, Sciences, Etc",,1829.0,1830.0
sim_virginia-magazine-of-history-and-biography,The Virginia Magazine of History and Biography,,1893.0,2015.0
sim_virginia-medical-quarterly-vmq,Virginia Medical Quarterly : VMQ,,1918.0,1998.0
sim_virginia-quarterly-review,The Virginia Quarterly Review,,1925.0,2016.0
sim_virginia-religious-magazine,Virginia Religious Magazine,,1805.0,1807.0
sim_virginia-water-resources-research-center-bulletin,"Virginia Water Resources Research Center. Bulletin - Virginia Water Resources Research Center, Virginia Polytechnic Institute and State University",1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; ,1965.0,1993.0
sim_virittaja,Virittaja,,1950.0,1954.0
sim_virus-genes,Virus Genes,,1987.0,1994.0
sim_virus-research-molecular-and-cellular-virology,Virus Research : An International Journal of Molecular and Cellular Virology,,1984.0,1996.0
sim_visible-language,Visible Language,,1975.0,2014.0
sim_vision-research,Vision Research,,1961.0,2004.0
sim_visions-of-sir-heister-ryley,Visions of Sir Heister Ryley,,1710.0,1711.0
sim_visitor,Visitor,,1809.0,1810.0
sim_vista,Vista,,1965.0,1973.0
sim_visual-education,Visual Education,,1976.0,1980.0
sim_viszeralchirurgie,Viszeralchirurgie,,1976.0,1976.0
sim_vital-issues,Vital Issues,,1951.0,1984.0
sim_vital-speeches-of-the-day,Vital Speeches of the Day,,1934.0,
sim_vmsd-experience-retail-now,Vmsd. : Experience Retail Now,,1922.0,2014.0
sim_vocational-education,Vocational Education,,1911.0,1914.0
sim_voennaia-mysl-i-revoliutsiia,Voennaia Mysl' i Revoliutsiia,,1921.0,1924.0
sim_vogue,Vogue,,1892.0,2016.0
sim_vogue-pattern-book,Vogue Pattern Book,,,
sim_voice,The Voice,,1904.0,1907.0
sim_voice-of-iowa,Voice of Iowa,,1857.0,1858.0
sim_voices,Voices,,1965.0,1997.0
sim_voices-from-the-middle,Voices From the Middle,,1998.0,2010.0
sim_voices-the-journal-of-new-york-folklore,Voices : The Journal of New York Folklore,1999; ,1975.0,2015.0
sim_volta-review,The Volta Review,2002; 2003; ,1899.0,2014.0
sim_volunteer-leader,Volunteer Leader,,1960.0,1999.0
sim_voordrachten-gehouden-voor-hlijk-institut-van-ingenieurs,Voordrachten Gehouden Voor Het Koninklijk Institut van Ingenieurs,,1951.0,1951.0
sim_vox-evangelica,Vox Evangelica,,1983.0,1997.0
sim_vox-reformata,Vox Reformata,,1989.0,1993.0
sim_vox-sanguinis,Vox Sanguinis,,1967.0,1974.0
sim_voya-voice-of-youth-advocates,VOYA. Voice of Youth Advocates,,1982.0,2015.0
sim_voyages,Voyages,,1967.0,1973.0
sim_vue-news-magazine-of-catv-and-pay-cable,Vue; News Magazine of CATV and Pay-Cable,,1967.0,1978.0
sim_w,W,,2006.0,2011.0
sim_wai-chiao-pu-kung-pao,Wai Chiao Pu Kung Pao,,1955.0,1956.0
sim_walfords-antiquarian-magazine-bibliographical-review,Walford's Antiquarian Magazine & Bibliographical Review,,1882.0,1887.0
sim_walhalla,Walhalla,,1845.0,1847.0
sim_walkers-hibernian-magazine,"Walker's Hibernian Magazine, Or, Compendium of Entertaining Knowledge",,1771.0,1811.0
sim_wall-street-review-of-books,Wall Street Review of Books,,,
sim_wall-street-technology,Wall Street & Technology,2001; 2002; 2003; ,1992.0,2007.0
sim_wall-street-transcript,Wall Street Transcript,,1963.0,1997.0
sim_wallaces-farmer,Wallaces Farmer,,1898.0,2015.0
sim_walt-whitman-quarterly-review,Walt Whitman Quarterly Review,,1983.0,2014.0
sim_walt-whitman-review,Walt Whitman Review,,1955.0,1982.0
sim_war-peace-report,War/Peace Report,,1961.0,1974.0
sim_war-resisters-league-wrl-news,War Resisters League. WRL News,,1967.0,1984.0
sim_wards-auto-world,Ward's Auto World,,1989.0,2013.0
sim_wards-dealer-business,Ward's Dealer Business,2000; ,1992.0,2002.0
sim_warrior-citizen,Warrior-Citizen,2007; ,1979.0,2008.0
sim_warship-international,Warship International,,1976.0,1996.0
sim_washington-academy-of-sciences-journal,Journal of the Washington Academy of Sciences,1994; 1995; 1997; 1999; ,1911.0,2016.0
sim_washington-crime-news-services-corporate-security-digest,Washington Crime News Services' Corporate Security Digest,,1987.0,1994.0
sim_washington-international-arts-letter,Washington International Arts Letter,,1969.0,1997.0
sim_washington-monthly,The Washington Monthly,,1969.0,2016.0
sim_washington-quarterly,The Washington Quarterly,,1978.0,2015.0
sim_washington-quarterly-magazine-arts-science-literature,"Washington Quarterly Magazine of Arts, Science and Literature",,1823.0,1824.0
sim_washington-report,Washington Report,,1962.0,1983.0
sim_washington-social-legislation-bulletin,Washington Social Legislation Bulletin,,1971.0,1996.0
sim_washington-spectator,The Washington Spectator,2007; ,1976.0,2015.0
sim_washingtonian,Washingtonian,,1965.0,2015.0
sim_wasp,Wasp,,1802.0,1803.0
sim_waste-management,Waste Management,,1980.0,2005.0
sim_waste360,Waste360,,1979.0,2014.0
sim_watch-jewelry-review,Watch & Jewelry Review,,1936.0,2010.0
sim_watchman,Watchman,,1819.0,1819.0
sim_watchman-examiner,The Watchman-Examiner,,1819.0,1854.0
sim_water-air-and-soil-pollution,"Water, Air and Soil Pollution",2009; 2010; ,1984.0,2011.0
sim_water-and-environment-journal,Water and Environment Journal,,1987.0,2000.0
sim_water-and-wastes-digest,Water and Wastes Digest,,1972.0,2006.0
sim_water-and-wastes-engineering,Water and Wastes Engineering,,1964.0,1980.0
sim_water-engineering-management,Water Engineering & Management,,1890.0,2003.0
sim_water-environment-research,Water Environment Research,,1928.0,2015.0
sim_water-environment-technology,Water Environment & Technology,,1989.0,2014.0
sim_water-pollution-control,Water Pollution Control,,1975.0,1987.0
sim_water-pollution-research-journal-of-canada,Water Pollution Research Journal of Canada,,1966.0,1980.0
sim_water-quality-international,Water Quality International,,1987.0,1993.0
sim_water-research,Water Research,,1967.0,2004.0
sim_water-resources-abstracts,Water Resources Abstracts,,1968.0,1979.0
sim_water-resources-management,Water Resources Management,,1989.0,1991.0
sim_water-science-and-technology,Water Science and Technology,,1972.0,1999.0
sim_water-services,Water Services,,1972.0,1990.0
sim_water-spectrum,Water Spectrum,1982; ,1972.0,1983.0
sim_water-supply-intl-water-supply-assoc,Water Supply: The Review Journal of the International Water Supply Association,,1983.0,2000.0
sim_water-supply-management-1944,Water Supply Management,,1944.0,1971.0
sim_water-supply-management-1977,Water Supply & Management,,1977.0,1982.0
sim_water-wastewater-treatment,Water & Wastewater Treatment,,1975.0,2010.0
sim_wave-motion,Wave Motion,,1979.0,2000.0
sim_waves,Waves,,1972.0,1987.0
sim_waves-in-random-media,Waves in Random Media,2003; 2004; 2005; ,1991.0,2007.0
sim_way,The Way,2002; ,1985.0,2013.0
sim_wear,"Wear: An International Journal on the Science and Technology of Friction, Lubrication and Wear",,1958.0,1998.0
sim_weatherwise,Weatherwise,,1948.0,2015.0
sim_web,Web,,1972.0,1979.0
sim_wee-wisdom,Wee Wisdom,,1893.0,1991.0
sim_weed-research,Weed Research,,1980.0,1997.0
sim_weed-science,Weed Science,,1951.0,2013.0
sim_weed-technology,Weed Technology,,1989.0,2000.0
sim_weekly-amusement,Weekly Amusement,,1763.0,1767.0
sim_weekly-comedy-as-it-is-dayly-acted-at-most-coffee-houses,"Weekly Comedy, as It Is Dayly Acted at Most Coffee-Houses in London",,1699.0,1699.0
sim_weekly-comedy-or-the-humours-of-a-coffee-house,"Weekly Comedy, Or, the Humours of a Coffee-House",,1707.0,1707.0
sim_weekly-compilation-of-presidential-documents,Weekly Compilation of Presidential Documents,,1965.0,2009.0
sim_weekly-corporate-growth-report,Weekly Corporate Growth Report,,1982.0,2006.0
sim_weekly-entertainer-and-west-of-england-miscellany,"The Weekly Entertainer, and West of England Miscellany",,1783.0,1824.0
sim_weekly-inspector,Weekly Inspector,,1806.0,1807.0
sim_weekly-magazine-of-original-and-interesting-intelligence,"Weekly Magazine of Original Essays, Fugitive Pieces, and Interesting Intelligence",,1798.0,1799.0
sim_weekly-memorials-for-the-ingenious,Weekly Memorials for the Ingenious,,1862.0,1863.0
sim_weekly-monitor-entertaining-way-of-morality-and-religion,"Weekly Monitor, Entertaining and Instructive, Designed to Be Interesting to All, but Particularly Intended as a Guide to Youth in the Way of Morality and Religion",,1817.0,1817.0
sim_weekly-museum,Weekly Museum,,1797.0,1797.0
sim_weekly-reader-edition-2,Weekly Reader (Edition 2),1975; 1976; 1977; 1978; 1979; ,1965.0,1981.0
sim_weekly-reader-edition-4,Weekly Reader (Edition 4),1977; 1978; 1979; ,1965.0,1981.0
sim_weekly-reader-senior-edition,Weekly Reader.   Senior Edition,1974; 1975; ,1965.0,1981.0
sim_weekly-recorder-a-news-paper,"Weekly Recorder: A News Paper Conveying Important Intelligence and Other Useful Matter Under the Three General Heads of Theology, Literature, and National Affairs",,1814.0,1821.0
sim_weekly-register-or-universal-journal,"The Weekly Register, Or, Universal Journal",,1730.0,1735.0
sim_weekly-review-and-dramatic-critic,Weekly Review and Dramatic Critic,,1852.0,1853.0
sim_weekly-standard,The Weekly Standard,,2001.0,2007.0
sim_weekly-visitant-moral-poetical-humorous,"Weekly Visitant; Moral, Poetical, Humorous",,1806.0,1806.0
sim_weekly-visitor,Weekly Visitor,,1810.0,1811.0
sim_weekly-weather-and-crop-bulletin,Weekly Weather and Crop Bulletin,,1972.0,2006.0
sim_wef-highlights,WEF Highlights,2000; 2001; ,1970.0,2006.0
sim_wei-sheng-wu-hsueh-pao,Wei Sheng Wu Hsueh Pao,,1963.0,1964.0
sim_weight-watchers-magazine,Weight Watchers Magazine,,1968.0,2000.0
sim_welding-abstracts,Welding Abstracts,,1990.0,1992.0
sim_welding-design-fabrication,Welding Design & Fabrication,,1954.0,2009.0
sim_welding-distributor,Welding Distributor,,1966.0,1994.0
sim_welding-engineer,Welding Engineer,,1916.0,1974.0
sim_welding-in-the-world-soudage-dans-le-monde,Welding in the World (Soudage Dans Le Monde),,1984.0,1994.0
sim_welding-journal,Welding Journal,,1922.0,2015.0
sim_welding-research,Welding Research,,1950.0,1953.0
